Record Length,2.500000e+03,,  -0.000001250000,   2.16000,
Sample Interval,1.000000e-09,,  -0.000001249000,   2.08000,
Trigger Point,1.250000000000e+03,,  -0.000001248000,   2.24000,
,,,  -0.000001247000,   2.24000,
,,,  -0.000001246000,   2.16000,
,,,  -0.000001245000,   2.16000,
Source,CH1,,  -0.000001244000,   2.32000,
Vertical Units,V,,  -0.000001243000,   2.16000,
Vertical Scale,2.000000e+00,,  -0.000001242000,   2.32000,
Vertical Offset,4.000000e+00,,  -0.000001241000,   2.24000,
Horizontal Units,s,,  -0.000001240000,   2.16000,
Horizontal Scale,2.500000e-07,,  -0.000001239000,   2.24000,
Pt Fmt,Y,,  -0.000001238000,   2.24000,
Yzero,0.000000e+00,,  -0.000001237000,   2.24000,
Probe Atten,1.000000e+01,,  -0.000001236000,   2.16000,
Model Number,TBS1022,,  -0.000001235000,   2.24000,
Serial Number,C030628,,  -0.000001234000,   2.16000,
Firmware Version,FV:v26.02,,  -0.000001233000,   2.16000,
,,,-00.000001232000,   2.16000,
,,,-00.000001231000,   2.16000,
,,,-00.000001230000,   2.24000,
,,,-00.000001229000,   2.16000,
,,,-00.000001228000,   2.08000,
,,,-00.000001227000,   2.16000,
,,,-00.000001226000,   2.08000,
,,,-00.000001225000,   2.24000,
,,,-00.000001224000,   2.08000,
,,,-00.000001223000,   2.08000,
,,,-00.000001222000,   2.08000,
,,,-00.000001221000,   2.00000,
,,,-00.000001220000,   2.08000,
,,,-00.000001219000,   2.00000,
,,,-00.000001218000,   2.00000,
,,,-00.000001217000,   2.16000,
,,,-00.000001216000,   2.00000,
,,,-00.000001215000,   2.08000,
,,,-00.000001214000,   2.00000,
,,,-00.000001213000,   2.08000,
,,,-00.000001212000,   2.08000,
,,,-00.000001211000,   2.08000,
,,,-00.000001210000,   2.00000,
,,,-00.000001209000,   2.00000,
,,,-00.000001208000,   2.08000,
,,,-00.000001207000,   2.00000,
,,,-00.000001206000,   1.92000,
,,,-00.000001205000,   2.00000,
,,,-00.000001204000,   1.92000,
,,,-00.000001203000,   2.00000,
,,,-00.000001202000,   1.92000,
,,,-00.000001201000,   1.92000,
,,,-00.000001200000,   1.84000,
,,,-00.000001199000,   1.84000,
,,,-00.000001198000,   1.92000,
,,,-00.000001197000,   1.92000,
,,,-00.000001196000,   1.84000,
,,,-00.000001195000,   1.84000,
,,,-00.000001194000,   1.84000,
,,,-00.000001193000,   1.84000,
,,,-00.000001192000,   1.76000,
,,,-00.000001191000,   1.84000,
,,,-00.000001190000,   1.76000,
,,,-00.000001189000,   1.68000,
,,,-00.000001188000,   1.60000,
,,,-00.000001187000,   1.76000,
,,,-00.000001186000,   1.60000,
,,,-00.000001185000,   1.60000,
,,,-00.000001184000,   1.52000,
,,,-00.000001183000,   1.60000,
,,,-00.000001182000,   1.60000,
,,,-00.000001181000,   1.52000,
,,,-00.000001180000,   1.52000,
,,,-00.000001179000,   1.44000,
,,,-00.000001178000,   1.44000,
,,,-00.000001177000,   1.44000,
,,,-00.000001176000,   1.36000,
,,,-00.000001175000,   1.36000,
,,,-00.000001174000,   1.36000,
,,,-00.000001173000,   1.36000,
,,,-00.000001172000,   1.28000,
,,,-00.000001171000,   1.20000,
,,,-00.000001170000,   1.20000,
,,,-00.000001169000,   1.20000,
,,,-00.000001168000,   1.20000,
,,,-00.000001167000,   1.20000,
,,,-00.000001166000,   1.12000,
,,,-00.000001165000,   1.04000,
,,,-00.000001164000,   1.04000,
,,,-00.000001163000,   0.96000,
,,,-00.000001162000,   1.04000,
,,,-00.000001161000,   0.96000,
,,,-00.000001160000,   0.88000,
,,,-00.000001159000,   0.96000,
,,,-00.000001158000,   0.80000,
,,,-00.000001157000,   0.88000,
,,,-00.000001156000,   0.80000,
,,,-00.000001155000,   0.80000,
,,,-00.000001154000,   0.72000,
,,,-00.000001153000,   0.88000,
,,,-00.000001152000,   0.64000,
,,,-00.000001151000,   0.64000,
,,,-00.000001150000,   0.56000,
,,,-00.000001149000,   0.56000,
,,,-00.000001148000,   0.48000,
,,,-00.000001147000,   0.48000,
,,,-00.000001146000,   0.48000,
,,,-00.000001145000,   0.48000,
,,,-00.000001144000,   0.32000,
,,,-00.000001143000,   0.48000,
,,,-00.000001142000,   0.40000,
,,,-00.000001141000,   0.24000,
,,,-00.000001140000,   0.32000,
,,,-00.000001139000,   0.16000,
,,,-00.000001138000,   0.16000,
,,,-00.000001137000,   0.08000,
,,,-00.000001136000,   0.08000,
,,,-00.000001135000,   0.08000,
,,,-00.000001134000,   0.00000,
,,,-00.000001133000,   0.00000,
,,,-00.000001132000,  -0.16000,
,,,-00.000001131000,  -0.08000,
,,,-00.000001130000,  -0.16000,
,,,-00.000001129000,  -0.16000,
,,,-00.000001128000,  -0.24000,
,,,-00.000001127000,  -0.32000,
,,,-00.000001126000,  -0.24000,
,,,-00.000001125000,  -0.32000,
,,,-00.000001124000,  -0.48000,
,,,-00.000001123000,  -0.48000,
,,,-00.000001122000,  -0.40000,
,,,-00.000001121000,  -0.48000,
,,,-00.000001120000,  -0.48000,
,,,-00.000001119000,  -0.48000,
,,,-00.000001118000,  -0.56000,
,,,-00.000001117000,  -0.64000,
,,,-00.000001116000,  -0.64000,
,,,-00.000001115000,  -0.72000,
,,,-00.000001114000,  -0.80000,
,,,-00.000001113000,  -0.64000,
,,,-00.000001112000,  -0.72000,
,,,-00.000001111000,  -0.88000,
,,,-00.000001110000,  -0.80000,
,,,-00.000001109000,  -0.88000,
,,,-00.000001108000,  -0.88000,
,,,-00.000001107000,  -0.96000,
,,,-00.000001106000,  -1.04000,
,,,-00.000001105000,  -1.04000,
,,,-00.000001104000,  -1.04000,
,,,-00.000001103000,  -1.04000,
,,,-00.000001102000,  -1.12000,
,,,-00.000001101000,  -1.12000,
,,,-00.000001100000,  -1.12000,
,,,-00.000001099000,  -1.20000,
,,,-00.000001098000,  -1.20000,
,,,-00.000001097000,  -1.28000,
,,,-00.000001096000,  -1.28000,
,,,-00.000001095000,  -1.28000,
,,,-00.000001094000,  -1.36000,
,,,-00.000001093000,  -1.36000,
,,,-00.000001092000,  -1.36000,
,,,-00.000001091000,  -1.36000,
,,,-00.000001090000,  -1.44000,
,,,-00.000001089000,  -1.44000,
,,,-00.000001088000,  -1.52000,
,,,-00.000001087000,  -1.52000,
,,,-00.000001086000,  -1.52000,
,,,-00.000001085000,  -1.52000,
,,,-00.000001084000,  -1.60000,
,,,-00.000001083000,  -1.60000,
,,,-00.000001082000,  -1.68000,
,,,-00.000001081000,  -1.60000,
,,,-00.000001080000,  -1.68000,
,,,-00.000001079000,  -1.68000,
,,,-00.000001078000,  -1.76000,
,,,-00.000001077000,  -1.76000,
,,,-00.000001076000,  -1.76000,
,,,-00.000001075000,  -1.68000,
,,,-00.000001074000,  -1.84000,
,,,-00.000001073000,  -1.84000,
,,,-00.000001072000,  -1.84000,
,,,-00.000001071000,  -1.84000,
,,,-00.000001070000,  -1.84000,
,,,-00.000001069000,  -1.84000,
,,,-00.000001068000,  -1.84000,
,,,-00.000001067000,  -2.00000,
,,,-00.000001066000,  -2.00000,
,,,-00.000001065000,  -1.92000,
,,,-00.000001064000,  -1.92000,
,,,-00.000001063000,  -1.92000,
,,,-00.000001062000,  -1.92000,
,,,-00.000001061000,  -1.92000,
,,,-00.000001060000,  -2.00000,
,,,-00.000001059000,  -1.92000,
,,,-00.000001058000,  -2.08000,
,,,-00.000001057000,  -2.00000,
,,,-00.000001056000,  -2.00000,
,,,-00.000001055000,  -2.00000,
,,,-00.000001054000,  -2.00000,
,,,-00.000001053000,  -1.92000,
,,,-00.000001052000,  -2.08000,
,,,-00.000001051000,  -2.16000,
,,,-00.000001050000,  -2.00000,
,,,-00.000001049000,  -2.08000,
,,,-00.000001048000,  -2.08000,
,,,-00.000001047000,  -2.08000,
,,,-00.000001046000,  -2.00000,
,,,-00.000001045000,  -2.08000,
,,,-00.000001044000,  -2.00000,
,,,-00.000001043000,  -2.00000,
,,,-00.000001042000,  -2.08000,
,,,-00.000001041000,  -2.08000,
,,,-00.000001040000,  -2.16000,
,,,-00.000001039000,  -2.08000,
,,,-00.000001038000,  -2.08000,
,,,-00.000001037000,  -2.08000,
,,,-00.000001036000,  -2.16000,
,,,-00.000001035000,  -2.08000,
,,,-00.000001034000,  -2.08000,
,,,-00.000001033000,  -2.08000,
,,,-00.000001032000,  -2.16000,
,,,-00.000001031000,  -2.08000,
,,,-00.000001030000,  -2.16000,
,,,-00.000001029000,  -2.16000,
,,,-00.000001028000,  -2.16000,
,,,-00.000001027000,  -2.16000,
,,,-00.000001026000,  -2.16000,
,,,-00.000001025000,  -2.16000,
,,,-00.000001024000,  -2.16000,
,,,-00.000001023000,  -2.16000,
,,,-00.000001022000,  -2.16000,
,,,-00.000001021000,  -2.16000,
,,,-00.000001020000,  -2.16000,
,,,-00.000001019000,  -2.16000,
,,,-00.000001018000,  -2.16000,
,,,-00.000001017000,  -2.16000,
,,,-00.000001016000,  -2.08000,
,,,-00.000001015000,  -2.16000,
,,,-00.000001014000,  -2.16000,
,,,-00.000001013000,  -2.24000,
,,,-00.000001012000,  -2.24000,
,,,-00.000001011000,  -2.16000,
,,,-00.000001010000,  -2.08000,
,,,-00.000001009000,  -2.08000,
,,,-00.000001008000,  -2.16000,
,,,-00.000001007000,  -2.08000,
,,,-00.000001006000,  -2.08000,
,,,-00.000001005000,  -2.16000,
,,,-00.000001004000,  -2.08000,
,,,-00.000001003000,  -2.08000,
,,,-00.000001002000,  -2.08000,
,,,-00.000001001000,  -2.24000,
,,,-00.000001000000,  -2.08000,
,,,-00.000000999000,  -2.08000,
,,,-00.000000998000,  -2.16000,
,,,-00.000000997000,  -2.08000,
,,,-00.000000996000,  -2.08000,
,,,-00.000000995000,  -2.08000,
,,,-00.000000994000,  -2.08000,
,,,-00.000000993000,  -2.08000,
,,,-00.000000992000,  -2.08000,
,,,-00.000000991000,  -2.08000,
,,,-00.000000990000,  -2.00000,
,,,-00.000000989000,  -2.08000,
,,,-00.000000988000,  -2.00000,
,,,-00.000000987000,  -2.00000,
,,,-00.000000986000,  -1.92000,
,,,-00.000000985000,  -2.00000,
,,,-00.000000984000,  -2.00000,
,,,-00.000000983000,  -2.00000,
,,,-00.000000982000,  -1.92000,
,,,-00.000000981000,  -1.92000,
,,,-00.000000980000,  -1.92000,
,,,-00.000000979000,  -1.92000,
,,,-00.000000978000,  -1.92000,
,,,-00.000000977000,  -1.92000,
,,,-00.000000976000,  -1.92000,
,,,-00.000000975000,  -1.76000,
,,,-00.000000974000,  -1.84000,
,,,-00.000000973000,  -1.84000,
,,,-00.000000972000,  -1.76000,
,,,-00.000000971000,  -1.84000,
,,,-00.000000970000,  -1.84000,
,,,-00.000000969000,  -1.84000,
,,,-00.000000968000,  -1.76000,
,,,-00.000000967000,  -1.68000,
,,,-00.000000966000,  -1.68000,
,,,-00.000000965000,  -1.60000,
,,,-00.000000964000,  -1.60000,
,,,-00.000000963000,  -1.60000,
,,,-00.000000962000,  -1.60000,
,,,-00.000000961000,  -1.60000,
,,,-00.000000960000,  -1.52000,
,,,-00.000000959000,  -1.60000,
,,,-00.000000958000,  -1.52000,
,,,-00.000000957000,  -1.52000,
,,,-00.000000956000,  -1.44000,
,,,-00.000000955000,  -1.36000,
,,,-00.000000954000,  -1.28000,
,,,-00.000000953000,  -1.36000,
,,,-00.000000952000,  -1.36000,
,,,-00.000000951000,  -1.36000,
,,,-00.000000950000,  -1.36000,
,,,-00.000000949000,  -1.28000,
,,,-00.000000948000,  -1.28000,
,,,-00.000000947000,  -1.04000,
,,,-00.000000946000,  -1.20000,
,,,-00.000000945000,  -1.04000,
,,,-00.000000944000,  -1.04000,
,,,-00.000000943000,  -1.12000,
,,,-00.000000942000,  -1.04000,
,,,-00.000000941000,  -1.04000,
,,,-00.000000940000,  -0.96000,
